Title,Description,Vintage,Dataset Name,Dataset Type,Geography List,Variable List,Group List,SortList,Examples,Developer Documentation,API Base URL,Survey,Subtype1,Subtype2,Subtype3,Month,identifier,id_name,SurveyID,Has Example,Has Sort,Has Geography
Oct 1999 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",1999.0,cps›basic›oct,Microdata,http://api.census.gov/data/1999/cps/basic/oct/geography.html,http://api.census.gov/data/1999/cps/basic/oct/variables.html,http://api.census.gov/data/1999/cps/basic/oct/groups.html,http://api.census.gov/data/1999/cps/basic/oct/sorts.html,http://api.census.gov/data/1999/cps/basic/oct/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/1999/cps/basic/oct,cps,basic,,,Oct,https://api.census.gov/data/id/CPSBASIC199910,CPSBASIC199910,CPSBASIC199910,Has Example,No Sort,Has Geography
Sep 1999 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",1999.0,cps›basic›sep,Microdata,http://api.census.gov/data/1999/cps/basic/sep/geography.html,http://api.census.gov/data/1999/cps/basic/sep/variables.html,http://api.census.gov/data/1999/cps/basic/sep/groups.html,http://api.census.gov/data/1999/cps/basic/sep/sorts.html,http://api.census.gov/data/1999/cps/basic/sep/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/1999/cps/basic/sep,cps,basic,,,Sep,https://api.census.gov/data/id/CPSBASIC199909,CPSBASIC199909,CPSBASIC199909,Has Example,No Sort,Has Geography
Feb 1999 Current Population Survey: Contingent Worker Supplement,"To obtain information about the ""contingent"" workforce.  ""Contingent"" work is temporary work that a person does without expecting continuing employment from the particular employer (or source of employment) for whom they work.",1999.0,cps›contworker›feb,Microdata,http://api.census.gov/data/1999/cps/contworker/feb/geography.html,http://api.census.gov/data/1999/cps/contworker/feb/variables.html,http://api.census.gov/data/1999/cps/contworker/feb/groups.html,http://api.census.gov/data/1999/cps/contworker/feb/sorts.html,http://api.census.gov/data/1999/cps/contworker/feb/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/1999/cps/contworker/feb,cps,contworker,,,Feb,https://api.census.gov/data/id/CPSCONTINGENTWORKER199902,CPSCONTINGENTWORKER199902,CPSCONTINGENTWORKER199902,Has Example,No Sort,Has Geography
Apr 1999 Current Population Survey: Food Security Supplement,"Provides data that will measure hunger and food security. It will provide data on food expenditure, access to food, and food quality and safety.",1999.0,cps›foodsec›apr,Microdata,http://api.census.gov/data/1999/cps/foodsec/apr/geography.html,http://api.census.gov/data/1999/cps/foodsec/apr/variables.html,http://api.census.gov/data/1999/cps/foodsec/apr/groups.html,http://api.census.gov/data/1999/cps/foodsec/apr/sorts.html,http://api.census.gov/data/1999/cps/foodsec/apr/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/1999/cps/foodsec/apr,cps,foodsec,,,Apr,https://api.census.gov/data/id/CPSFOODSECURITY199904,CPSFOODSECURITY199904,CPSFOODSECURITY199904,Has Example,No Sort,Has Geography
Oct 1999 Current Population Survey: School Enrollment Supplement,"Provides information on population 3 years old and older on school enrollment, junior or regular college attendance, and high school graduation.",1999.0,cps›school›oct,Microdata,http://api.census.gov/data/1999/cps/school/oct/geography.html,http://api.census.gov/data/1999/cps/school/oct/variables.html,http://api.census.gov/data/1999/cps/school/oct/groups.html,http://api.census.gov/data/1999/cps/school/oct/sorts.html,http://api.census.gov/data/1999/cps/school/oct/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/1999/cps/school/oct,cps,school,,,Oct,https://api.census.gov/data/id/CPSSCHOOL199910,CPSSCHOOL199910,CPSSCHOOL199910,Has Example,No Sort,Has Geography
Sep 1999 Current Population Survey: Veterans Supplement,"Provides data for veterans of the United States on Vietnam-theater and Persian Gulf-theater status, service-connected income, effect of a service-connected disability on current labor force participation and participation in veterans’ programs.",1999.0,cps›vets›sep,Microdata,http://api.census.gov/data/1999/cps/vets/sep/geography.html,http://api.census.gov/data/1999/cps/vets/sep/variables.html,http://api.census.gov/data/1999/cps/vets/sep/groups.html,http://api.census.gov/data/1999/cps/vets/sep/sorts.html,http://api.census.gov/data/1999/cps/vets/sep/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/1999/cps/vets/sep,cps,vets,,,Sep,https://api.census.gov/data/id/CPSVETS199909,CPSVETS199909,CPSVETS199909,Has Example,No Sort,Has Geography
1999 Nonemployer Statistics: Non Employer Statistics,"Nonemployer Statistics is an annual series that provides subnational economic data for businesses that have no paid employees and are subject to federal income tax. The data consist of the number of businesses and total receipts by industry. Most nonemployers are self-employed individuals operating unincorporated businesses (known as sole proprietorships), which may or may not be the owner's principal source of income.
The majority of all business establishments in the United States are nonemployers, yet these firms average less than 4 percent of all sales and receipts nationally. Due to their small economic impact, these firms are excluded from most other Census Bureau business statistics (the primary exception being the Survey of Business Owners). The Nonemployers Statistics series is the primary resource available to study the scope and activities of nonemployers at a detailed geographic level. For complementary statistics on the firms that do have paid employees, refer to the County Business Patterns. Additional sources of data on small businesses include the Economic Census, and the Statistics of U.S. Businesses.",1999.0,nonemp,Aggregate,http://api.census.gov/data/1999/nonemp/geography.html,http://api.census.gov/data/1999/nonemp/variables.html,http://api.census.gov/data/1999/nonemp/groups.html,http://api.census.gov/data/1999/nonemp/sorts.html,http://api.census.gov/data/1999/nonemp/examples.html,http://www.census.gov/developer/,http://api.census.gov/data/1999/nonemp,nonemp,,,,,http://api.census.gov/data/id/NONEMP1999,NONEMP1999,NONEMP1999,Has Example,No Sort,Has Geography
1999 County Business Patterns - Zip Code Business Patterns: Total For Zip Code,"ZIP Code Business Patterns (ZBP) is an annual series that provides economic data by ZIP Code.  This table includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll for All Industries by 5-digit ZIP Code.  All Industries is set using SIC=00 from 1994 to 1997 and then with NAICS=00 from 1998 to present.",1999.0,zbp,Aggregate,http://api.census.gov/data/1999/zbp/geography.html,http://api.census.gov/data/1999/zbp/variables.html,http://api.census.gov/data/1999/zbp/groups.html,http://api.census.gov/data/1999/zbp/sorts.html,http://api.census.gov/data/1999/zbp/examples.html,http://www.census.gov/developer/,http://api.census.gov/data/1999/zbp,zbp,,,,,http://api.census.gov/data/id/ZBPTotal1999,ZBPTotal1999,ZBPTotal1999,Has Example,No Sort,Has Geography
2000 County Business Patterns: Business Patterns,"County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.",2000.0,cbp,Aggregate,http://api.census.gov/data/2000/cbp/geography.html,http://api.census.gov/data/2000/cbp/variables.html,http://api.census.gov/data/2000/cbp/groups.html,http://api.census.gov/data/2000/cbp/sorts.html,http://api.census.gov/data/2000/cbp/examples.html,http://www.census.gov/developer/,http://api.census.gov/data/2000/cbp,cbp,,,,,http://api.census.gov/data/id/CBP2000,CBP2000,CBP2000,Has Example,No Sort,Has Geography
Mar 2000 Current Population Survey: Annual Social and Economic (March) Supplement,"The Annual Social and Economic Supplement or March CPS supplement is the primary source of detailed information on income and work experience in the United States. Numerous publications based on this survey are issued each year by the Bureaus of Labor Statistics and Census. A public-use microdata file is available for private researchers, who also produce many academic and policy-related documents based on these data. 
 
The Annual Social and Economic Supplement is used to generate the annual Population Profile of the United States, reports on geographical mobility and educational attainment, and detailed analysis of money income and poverty status. The labor force and work experience data from this survey are used to profile the U.S. labor market and to make employment projections.  

To allow for the same type of in-depth analysis of hispanics, additional hispanic sample units are added to the basic CPS sample in March each year. Additional weighting is also performed so that estimates can be made for households and families, in addition to persons.",2000.0,cps›asec›mar,Microdata,http://api.census.gov/data/2000/cps/asec/mar/geography.html,http://api.census.gov/data/2000/cps/asec/mar/variables.html,http://api.census.gov/data/2000/cps/asec/mar/groups.html,http://api.census.gov/data/2000/cps/asec/mar/sorts.html,http://api.census.gov/data/2000/cps/asec/mar/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/asec/mar,cps,asec,,,Mar,https://api.census.gov/data/id/CPSASEC2000,CPSASEC2000,CPSASEC2000,Has Example,No Sort,No Geography
Apr 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›apr,Microdata,http://api.census.gov/data/2000/cps/basic/apr/geography.html,http://api.census.gov/data/2000/cps/basic/apr/variables.html,http://api.census.gov/data/2000/cps/basic/apr/groups.html,http://api.census.gov/data/2000/cps/basic/apr/sorts.html,http://api.census.gov/data/2000/cps/basic/apr/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/apr,cps,basic,,,Apr,https://api.census.gov/data/id/CPSBASIC200004,CPSBASIC200004,CPSBASIC200004,Has Example,No Sort,Has Geography
Aug 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›aug,Microdata,http://api.census.gov/data/2000/cps/basic/aug/geography.html,http://api.census.gov/data/2000/cps/basic/aug/variables.html,http://api.census.gov/data/2000/cps/basic/aug/groups.html,http://api.census.gov/data/2000/cps/basic/aug/sorts.html,http://api.census.gov/data/2000/cps/basic/aug/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/aug,cps,basic,,,Aug,https://api.census.gov/data/id/CPSBASIC200008,CPSBASIC200008,CPSBASIC200008,Has Example,No Sort,Has Geography
Dec 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›dec,Microdata,http://api.census.gov/data/2000/cps/basic/dec/geography.html,http://api.census.gov/data/2000/cps/basic/dec/variables.html,http://api.census.gov/data/2000/cps/basic/dec/groups.html,http://api.census.gov/data/2000/cps/basic/dec/sorts.html,http://api.census.gov/data/2000/cps/basic/dec/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/dec,cps,basic,,,Dec,https://api.census.gov/data/id/CPSBASIC200012,CPSBASIC200012,CPSBASIC200012,Has Example,No Sort,Has Geography
Feb 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›feb,Microdata,http://api.census.gov/data/2000/cps/basic/feb/geography.html,http://api.census.gov/data/2000/cps/basic/feb/variables.html,http://api.census.gov/data/2000/cps/basic/feb/groups.html,http://api.census.gov/data/2000/cps/basic/feb/sorts.html,http://api.census.gov/data/2000/cps/basic/feb/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/feb,cps,basic,,,Feb,https://api.census.gov/data/id/CPSBASIC200002,CPSBASIC200002,CPSBASIC200002,Has Example,No Sort,Has Geography
Jan 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›jan,Microdata,http://api.census.gov/data/2000/cps/basic/jan/geography.html,http://api.census.gov/data/2000/cps/basic/jan/variables.html,http://api.census.gov/data/2000/cps/basic/jan/groups.html,http://api.census.gov/data/2000/cps/basic/jan/sorts.html,http://api.census.gov/data/2000/cps/basic/jan/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/jan,cps,basic,,,Jan,https://api.census.gov/data/id/CPSBASIC200001,CPSBASIC200001,CPSBASIC200001,Has Example,No Sort,Has Geography
Jul 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›jul,Microdata,http://api.census.gov/data/2000/cps/basic/jul/geography.html,http://api.census.gov/data/2000/cps/basic/jul/variables.html,http://api.census.gov/data/2000/cps/basic/jul/groups.html,http://api.census.gov/data/2000/cps/basic/jul/sorts.html,http://api.census.gov/data/2000/cps/basic/jul/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/jul,cps,basic,,,Jul,https://api.census.gov/data/id/CPSBASIC200007,CPSBASIC200007,CPSBASIC200007,Has Example,No Sort,Has Geography
Jun 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›jun,Microdata,http://api.census.gov/data/2000/cps/basic/jun/geography.html,http://api.census.gov/data/2000/cps/basic/jun/variables.html,http://api.census.gov/data/2000/cps/basic/jun/groups.html,http://api.census.gov/data/2000/cps/basic/jun/sorts.html,http://api.census.gov/data/2000/cps/basic/jun/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/jun,cps,basic,,,Jun,https://api.census.gov/data/id/CPSBASIC200006,CPSBASIC200006,CPSBASIC200006,Has Example,No Sort,Has Geography
Mar 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›mar,Microdata,http://api.census.gov/data/2000/cps/basic/mar/geography.html,http://api.census.gov/data/2000/cps/basic/mar/variables.html,http://api.census.gov/data/2000/cps/basic/mar/groups.html,http://api.census.gov/data/2000/cps/basic/mar/sorts.html,http://api.census.gov/data/2000/cps/basic/mar/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/mar,cps,basic,,,Mar,https://api.census.gov/data/id/CPSBASIC200003,CPSBASIC200003,CPSBASIC200003,Has Example,No Sort,Has Geography
May 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›may,Microdata,http://api.census.gov/data/2000/cps/basic/may/geography.html,http://api.census.gov/data/2000/cps/basic/may/variables.html,http://api.census.gov/data/2000/cps/basic/may/groups.html,http://api.census.gov/data/2000/cps/basic/may/sorts.html,http://api.census.gov/data/2000/cps/basic/may/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/may,cps,basic,,,May,https://api.census.gov/data/id/CPSBASIC200005,CPSBASIC200005,CPSBASIC200005,Has Example,No Sort,Has Geography
Nov 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›nov,Microdata,http://api.census.gov/data/2000/cps/basic/nov/geography.html,http://api.census.gov/data/2000/cps/basic/nov/variables.html,http://api.census.gov/data/2000/cps/basic/nov/groups.html,http://api.census.gov/data/2000/cps/basic/nov/sorts.html,http://api.census.gov/data/2000/cps/basic/nov/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/nov,cps,basic,,,Nov,https://api.census.gov/data/id/CPSBASIC200011,CPSBASIC200011,CPSBASIC200011,Has Example,No Sort,Has Geography
Oct 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›oct,Microdata,http://api.census.gov/data/2000/cps/basic/oct/geography.html,http://api.census.gov/data/2000/cps/basic/oct/variables.html,http://api.census.gov/data/2000/cps/basic/oct/groups.html,http://api.census.gov/data/2000/cps/basic/oct/sorts.html,http://api.census.gov/data/2000/cps/basic/oct/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/oct,cps,basic,,,Oct,https://api.census.gov/data/id/CPSBASIC200010,CPSBASIC200010,CPSBASIC200010,Has Example,No Sort,Has Geography
Sep 2000 Current Population Survey: Basic Monthly,"To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.",2000.0,cps›basic›sep,Microdata,http://api.census.gov/data/2000/cps/basic/sep/geography.html,http://api.census.gov/data/2000/cps/basic/sep/variables.html,http://api.census.gov/data/2000/cps/basic/sep/groups.html,http://api.census.gov/data/2000/cps/basic/sep/sorts.html,http://api.census.gov/data/2000/cps/basic/sep/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/basic/sep,cps,basic,,,Sep,https://api.census.gov/data/id/CPSBASIC200009,CPSBASIC200009,CPSBASIC200009,Has Example,No Sort,Has Geography
Feb 2000 Current Population Survey: Displaced Workers/Job Tenure,"Displaced Workers: Provides data on workers who lost a job in the last 3 years due to plant closing, shift elimination, or other work-related reason. Job Tenure: Provides data that will measure an individual’s tenure with his/her current employer and in his/her current occupation.",2000.0,cps›dwjt›feb,Microdata,http://api.census.gov/data/2000/cps/dwjt/feb/geography.html,http://api.census.gov/data/2000/cps/dwjt/feb/variables.html,http://api.census.gov/data/2000/cps/dwjt/feb/groups.html,http://api.census.gov/data/2000/cps/dwjt/feb/sorts.html,http://api.census.gov/data/2000/cps/dwjt/feb/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/dwjt/feb,cps,dwjt,,,Feb,https://api.census.gov/data/id/CPSDISWORKJOBTEN200002,CPSDISWORKJOBTEN200002,CPSDISWORKJOBTEN200002,Has Example,No Sort,Has Geography
Jun 2000 Current Population Survey: Fertility Supplement,"Provides data on the number of children that women aged 15-50 have ever had, year of first birth, mother's age at first birth, and marital status at first birth.",2000.0,cps›fertility›jun,Microdata,http://api.census.gov/data/2000/cps/fertility/jun/geography.html,http://api.census.gov/data/2000/cps/fertility/jun/variables.html,http://api.census.gov/data/2000/cps/fertility/jun/groups.html,http://api.census.gov/data/2000/cps/fertility/jun/sorts.html,http://api.census.gov/data/2000/cps/fertility/jun/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/fertility/jun,cps,fertility,,,Jun,https://api.census.gov/data/id/CPSFERTILITY200006,CPSFERTILITY200006,CPSFERTILITY200006,Has Example,No Sort,Has Geography
Sep 2000 Current Population Survey: Food Security Supplement,"Provides data that will measure hunger and food security. It will provide data on food expenditure, access to food, and food quality and safety.",2000.0,cps›foodsec›sep,Microdata,http://api.census.gov/data/2000/cps/foodsec/sep/geography.html,http://api.census.gov/data/2000/cps/foodsec/sep/variables.html,http://api.census.gov/data/2000/cps/foodsec/sep/groups.html,http://api.census.gov/data/2000/cps/foodsec/sep/sorts.html,http://api.census.gov/data/2000/cps/foodsec/sep/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/foodsec/sep,cps,foodsec,,,Sep,https://api.census.gov/data/id/CPSFOODSECURITY200009,CPSFOODSECURITY200009,CPSFOODSECURITY200009,Has Example,No Sort,Has Geography
Aug 2000 Current Population Survey: Computer and Internet Use Supplement,"Information on person and household broadband (high-speed Internet) use, where it is used, by what types of devices, what type of service provider, and other characteristics.",2000.0,cps›internet›aug,Microdata,http://api.census.gov/data/2000/cps/internet/aug/geography.html,http://api.census.gov/data/2000/cps/internet/aug/variables.html,http://api.census.gov/data/2000/cps/internet/aug/groups.html,http://api.census.gov/data/2000/cps/internet/aug/sorts.html,http://api.census.gov/data/2000/cps/internet/aug/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/internet/aug,cps,internet,,,Aug,https://api.census.gov/data/id/CPSINTERNET200008,CPSINTERNET200008,CPSINTERNET200008,Has Example,No Sort,Has Geography
Oct 2000 Current Population Survey: School Enrollment Supplement,"Provides information on population 3 years old and older on school enrollment, junior or regular college attendance, and high school graduation.",2000.0,cps›school›oct,Microdata,http://api.census.gov/data/2000/cps/school/oct/geography.html,http://api.census.gov/data/2000/cps/school/oct/variables.html,http://api.census.gov/data/2000/cps/school/oct/groups.html,http://api.census.gov/data/2000/cps/school/oct/sorts.html,http://api.census.gov/data/2000/cps/school/oct/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/school/oct,cps,school,,,Oct,https://api.census.gov/data/id/CPSSCHOOL200010,CPSSCHOOL200010,CPSSCHOOL200010,Has Example,No Sort,Has Geography
Nov 2000 Current Population Survey: Voting Supplement,Provides demographic information on persons who did and did not register to vote. Also measures number of persons who voted and reasons for not registering.,2000.0,cps›voting›nov,Microdata,http://api.census.gov/data/2000/cps/voting/nov/geography.html,http://api.census.gov/data/2000/cps/voting/nov/variables.html,http://api.census.gov/data/2000/cps/voting/nov/groups.html,http://api.census.gov/data/2000/cps/voting/nov/sorts.html,http://api.census.gov/data/2000/cps/voting/nov/examples.html,https://www.census.gov/developer/,http://api.census.gov/data/2000/cps/voting/nov,cps,voting,,,Nov,https://api.census.gov/data/id/CPSVOTING200011,CPSVOTING200011,CPSVOTING200011,Has Example,No Sort,Has Geography
